"date";"rain";"tmin";"tmax"
"07/25";0,575;15,52;30,4
"07/25";0;11,04;22,44
"07/25";0;11,28;23,32
"07/25";0,65;12,26;20,12
"07/26";0;10,3;23,475
"07/26";0;10,225;24,075
"07/26";4,33333333333333;13;26,475
"07/26";7,43333333333333;8,875;15,525
"07/26";0;8,85;22,025
"07/26";0,96;13,325;28,45
"07/26";0,04;12,975;24,225
"07/26";4,3;10,725;18,25
"07/26";0;10,3;24,925
"07/26";0;11,375;20,125
"07/26";4,4;9,375;23,325
"07/26";3,42;13,025;22,975
"07/26";2,18;10,45;18,275
"07/26";0;10,725;27,025
"07/26";7,96;15,55;31,05
"07/26";9,84;12,26;21,38
"07/26";0;10,26;25,36
"07/26";17,38;9,3;18,28
"07/26";1,4;10,84;17,7
"07/26";3,54;12,34;16,84
"07/26";0,86;9,3;15,98
"07/26";2,18;15,14;27,78
"07/26";1,48;9,16;18,14
"07/26";1,24;13;27,04
"07/26";4,62;14,58;20
"07/26";4,2;8,4;15,58
"07/26";0;7,52;20,38
"07/26";0;7,3;18,6
"07/26";11,44;8,16;11,46
"07/26";3,34;6,76;17,52
"07/26";0,84;11,06;25,36
"07/26";0,08;11,36;24,44
"07/26";2,12;12,12;27,26
"07/26";0,9;8,08;14,58
"07/26";12,62;12,66;16,06
"07/26";0;14,56;32,54
"07/26";4,82;11,16;17,16
"07/26";0,06;14,34;29,42
"07/26";0;10,7;23,18
"07/26";3,22;9,6;15,84
"07/26";0;13,7;29,06
"07/26";4,86;13,88;22,34
"07/26";0,3;10,54;23,74
"07/26";3,76;9,28;16,06
"07/26";0;15,8;27,46
"07/26";5,42;10,34;16,88
"07/26";4,12;15,34;28,1
"07/26";0;14,4;29,74
"07/26";0;11,14;24,14
"07/26";0,68;11,34;19,34
"07/26";0;12,26;24,36
"07/26";0;12,22;25,16
"07/26";10,04;13,48;22,12
"07/26";0;13,38;26,84
"07/26";3;10,075;15,9
"07/26";0;14,275;27,55
"07/26";10,85;11,92;21,3
"07/26";1,825;15,3;24,18
"07/26";0;15,84;31,2
"07/26";0,15;10,56;26,1
"07/26";10,9;13,26;23,06
"07/26";0;9,04;22,76
"07/27";0,366666666666667;12,65;24,55
"07/27";0;12,4;24,225
"07/27";1,9;13,3;23,85
"07/27";0,833333333333333;9,9;17,825
"07/27";0,1;10,15;26,4
"07/27";6,44;13,95;23,725
"07/27";4,54;13,8;25,875
"07/27";3,38;11,125;17,825
"07/27";3,62;10,9;25,9
"07/27";31,2;10,925;16,9
"07/27";2,76;14,075;23,3
"07/27";0,08;11,425;25,65
"07/27";2,6;11,825;17,2
"07/27";0,88;13,175;28,025
"07/27";8,5;13,475;25,9
"07/27";0,2;10,8;16,68
"07/27";11,02;12,08;27,6
"07/27";0,94;7,7;17,88
"07/27";10,02;9,7;19,42
"07/27";3,3;11,7;19,26
"07/27";0,08;6,6;18,16
"07/27";1,78;14,8;27,82
"07/27";0,82;10,9;22,6
"07/27";0,06;13,8;28,68
"07/27";9,66;12,56;20,28
"07/27";1,58;8,44;15,28
"07/27";0;8,76;24,02
"07/27";0;6,68;21,38
"07/27";14,78;8,44;13,36
"07/27";0;8,12;19,76
"07/27";3,28;14,1;22,58
"07/27";0,54;12,94;23,2
"07/27";2,94;13,96;23,24
"07/27";2,16;7,32;15
"07/27";10,54;11,78;15,46
"07/27";0;17,66;34,66
"07/27";3,42;9,34;15,96
"07/27";6,58;15,54;27,52
"07/27";0;12,64;23,58
"07/27";5,18;7,34;18,8
"07/27";2,64;16,06;26,94
"07/27";3,96;13,28;19,22
"07/27";0;10,52;26,46
"07/27";3,74;9,4;15,02
"07/27";0;14,88;30,18
"07/27";5,38;8,68;20,04
"07/27";4,14;15,26;28,12
"07/27";17,94;16,14;29,4
"07/27";5,82;11,4;25,6
"07/27";0;10,34;26,04
"07/27";18,36;15,14;24,16
"07/27";2,02;13,54;27,26
"07/27";6,1;11;24,48
"07/27";0,26;13,68;28,2
"07/27";0,425;11,2;21,3
"07/27";13,05;15,525;31,25
"07/27";0,8;10,24;16,84
"07/27";0;14,82;27,6
"07/27";10,575;16,5;30,78
"07/27";0;14,12;26,04
"07/27";0;14,28;24,92
"07/27";10,525;9,96;27,06
"07/28";0;12,3;24,775
"07/28";0;13,725;28,3
"07/28";2,96666666666667;12;26,75
"07/28";0;9,75;22,125
"07/28";22,2666666666667;11,35;20,875
"07/28";10,7;14,425;21,375
"07/28";1,16;14,325;23,525
"07/28";9,14;10,75;18,175
"07/28";2,1;12,75;24,25
"07/28";1,12;7,15;16,4
"07/28";1,12;15,125;22,425
"07/28";9,64;14,25;27,05
"07/28";1,18;9,925;17,825
"07/28";16,9;15,1;23,075
"07/28";26,66;13,45;19,075
"07/28";0;10,84;19,1
"07/28";7,12;12,82;24,16
"07/28";0;7,58;21,16
"07/28";8,24;10,22;13,76
"07/28";1,16;12,18;22,76
"07/28";0;6,34;20,2
"07/28";3,22;14,76;29,26
"07/28";2,38;12,04;27,28
"07/28";16,68;14,46;26,2
"07/28";7,36;12,04;17,46
"07/28";0,28;7,34;16,84
"07/28";0;13,02;25,4
"07/28";0;8,96;23,2
"07/28";1,38;10,84;19,5
"07/28";0;9,6;19,06
"07/28";0;11,9;25,76
"07/28";4,58;12,12;19,66
"07/28";2,18;12,94;25,38
"07/28";1,92;9,62;16,7
"07/28";2,28;10,74;16,28
"07/28";0,68;18,5;32,88
"07/28";0,8;9,26;15,08
"07/28";0;13,32;28,26
"07/28";0;12,6;27,2
"07/28";1,26;10,5;19,54
"07/28";0;11,62;24,18
"07/28";0,42;12,72;20
"07/28";0;12;27,76
"07/28";1,48;9,88;16
"07/28";0;16,88;26,14
"07/28";7,62;13,02;20,5
"07/28";2;14,38;27,5
"07/28";8,34;15,28;22,9
"07/28";5,36;14,5;23,34
"07/28";16,14;13,88;25,4
"07/28";2,14;13,94;20,54
"07/28";16,44;14,98;23,14
"07/28";20,02;11,62;20,46
"07/28";3,42;14;28,14
"07/28";0;10,95;26,325
"07/28";13,775;13,725;23,65
"07/28";0;8,8;19,16
"07/28";0;16,76;31,42
"07/28";5,175;15,82;29,2
"07/28";4,575;14,62;25,26
"07/28";6,025;12,74;26,86
"07/28";0,65;13,8;23,24
"07/29";3,5;13,775;25
"07/29";13,4666666666667;15,2;26,925
"07/29";6,43333333333333;12,9;21,225
"07/29";0;9,975;25,05
"07/29";0,2;8,275;17,625
"07/29";5,58;14,025;23,525
"07/29";9,5;10,625;19,6
"07/29";8,12;10,325;14,75
"07/29";3,78;12,6;26,325
"07/29";0,64;8,425;17,55
"07/29";15,28;15,425;25,5
"07/29";7,8;13,6;20,25
"07/29";0;10,65;22,225
"07/29";2,68;10,875;15,875
"07/29";3,12;11,975;16,675
"07/29";0;7,96;20,8
"07/29";0,24;14,1;23
"07/29";0,9;10,92;20,54
"07/29";0;8,92;20,48
"07/29";1,78;12,92;21,08
"07/29";0;7,3;22,36
"07/29";11,9;14,08;29,58
"07/29";12,36;13,96;25,82
"07/29";0,18;13,64;24,42
"07/29";7,5;10,1;15,2
"07/29";0,4;9,64;18,9
"07/29";0;12,44;26,62
"07/29";2,92;10,4;24,7
"07/29";0;10,78;20,3
"07/29";0;8,62;22,72
"07/29";0;12,88;26,46
"07/29";2,34;13,06;26,14
"07/29";18,08;13,2;25,82
"07/29";0;10,28;21,16
"07/29";0;10,86;23,64
"07/29";2,56;16,44;27,14
"07/29";2,62;10,82;20,76
"07/29";2,42;14,28;28,82
"07/29";3,54;13,86;27,9
"07/29";0,64;10,8;21,84
"07/29";14,3;12,9;26,64
"07/29";0;11,28;23,18
"07/29";0;13,76;29,48
"07/29";0,92;11,16;22,6
"07/29";1,38;12,4;26,74
"07/29";0,1;14,04;26,1
"07/29";3,8;13,18;29,04
"07/29";0,62;13,5;20,84
"07/29";9,3;14,4;24,98
"07/29";3,24;12,6;22,86
"07/29";0,02;11,8;23,46
"07/29";1,1;13,26;21,68
"07/29";4,54;10,2;20,1
"07/29";2,24;14,16;28,36
"07/29";7,65;13,8;27,525
"07/29";0;11,5;18,7
"07/29";0;8,72;22,36
"07/29";0;17,48;32,02
"07/29";3,9;14,72;21,46
"07/29";14,05;14,14;23,78
"07/29";3,525;13,28;26,9
"07/29";0;11,34;26,08
"07/30";2,13333333333333;12,45;23,775
"07/30";0;13,575;22,35
"07/30";0;10,775;22,025
"07/30";1,7;12,55;27,225
"07/30";0,7;8,675;22,25
"07/30";28,5;10,65;16,15
"07/30";3,5;8,8;14,925
"07/30";1,74;10,125;16,925
"07/30";5,32;13,275;20,375
"07/30";0,26;9,675;18,15
"07/30";0,12;15,825;24,975
"07/30";12,94;11,75;16,725
"07/30";1,02;11,825;25,625
"07/30";3,06;9,325;15,6
"07/30";2,12;11,1;19,425
"07/30";0;7,6;22,98
"07/30";0;13,28;22,28
"07/30";8,84;12,84;17,7
"07/30";3,54;9,5;20,72
"07/30";0;11,68;25,6
"07/30";0;8,78;24,18
"07/30";10,72;13,84;19,92
"07/30";2,76;13,34;23,84
"07/30";0,52;12,36;27,32
"07/30";2,92;8,68;19,64
"07/30";0;8,42;20,92
"07/30";4,34;14;26,98
"07/30";0,44;10,84;23,46
"07/30";0;8,24;23,52
"07/30";2,86;13,02;22,2
"07/30";5,48;11,98;25,28
"07/30";0,04;14,16;25,14
"07/30";0,04;13,34;22,24
"07/30";0;10,38;25,6
"07/30";0,02;12,36;23,72
"07/30";0;14,58;29,88
"07/30";0;11,52;27,68
"07/30";27,32;13,92;21,78
"07/30";1,04;14,58;27,68
"07/30";9,14;12,04;20,74
"07/30";0;10,84;21,16
"07/30";3,76;11,8;24,46
"07/30";10,18;15,56;27,36
"07/30";0;12,88;26,18
"07/30";0;14,8;29,98
"07/30";0;14,38;29,64
"07/30";0;14,48;29,96
"07/30";0,08;13,08;24,84
"07/30";1,92;13,82;22,18
"07/30";0;10,8;25
"07/30";2,46;12,6;26,86
"07/30";0;11,04;23,36
"07/30";1,82;10,86;18,94
"07/30";0;14,6;25,84
"07/30";3,175;13,825;27,225
"07/30";0,35;9,975;23,025
"07/30";0;10,08;25,72
"07/30";3,95;18,28;27,62
"07/30";0,85;15,16;26,84
"07/30";5,125;10,52;18,9
"07/30";4,875;14,66;27,38
"07/30";3,45;13,6;26,22
"07/31";0;11,75;24,75
"07/31";0;10,375;25,425
"07/31";5,83333333333333;11,45;19,875
"07/31";0;13,35;28,225
"07/31";4,9;10,45;24,3
"07/31";2,28;9,425;19,7
"07/31";0,66;8,3;16,3
"07/31";1,04;10,625;20,3
"07/31";0,7;10,9;20
"07/31";0;10,1;20,75
"07/31";5,74;15,575;26,625
"07/31";10,82;9,275;14,1
"07/31";0;13,55;25,125
"07/31";0;5,925;22,975
"07/31";0;10,525;20,125
"07/31";0,54;9,14;24,46
"07/31";0,82;11,52;27,08
"07/31";27,4;11,52;17,4
"07/31";7,22;11,52;15,66
"07/31";0,64;13,18;25,62
"07/31";1,36;10,5;25,16
"07/31";29,58;13,88;22,14
"07/31";6,08;12,54;24,94
"07/31";0,96;12,68;27,04
"07/31";1,16;10,46;18,92
"07/31";0,02;9,38;23
"07/31";1,48;13,88;24,54
"07/31";0,3;11,78;24,64
"07/31";15,5;11,46;21,86
"07/31";40,22;11,8;18,26
"07/31";0;11,82;24
"07/31";4,54;14,28;22,54
"07/31";0;13,86;23,46
"07/31";0;12,66;25,58
"07/31";14,4;12,8;22,5
"07/31";0;14,7;31,8
"07/31";0;14,82;30,06
"07/31";2,24;8,98;19,5
"07/31";4,12;14,8;28,5
"07/31";2,6;11,4;18,56
"07/31";0;11,48;24,74
"07/31";22,48;10,8;20,06
"07/31";19,76;14,5;24,64
"07/31";16,68;13,68;22,16
"07/31";9,7;16,14;30,34
"07/31";8,72;13,86;26,06
"07/31";0,48;15,46;30,54
"07/31";0;13,2;26,76
"07/31";0;13,16;24,06
"07/31";16,02;12,66;25,48
"07/31";11,02;15,12;24,76
"07/31";0;10,4;23,46
"07/31";0;10,44;22,38
"07/31";0;13,56;29,04
"07/31";8,425;13,425;27,05
"07/31";5,3;12,175;20,65
"07/31";0,425;12,86;27,06
"07/31";3,325;14,9;20,6
"07/31";7,475;16,1;27,62
"07/31";0;6,8;18,92
"07/31";0,6;14,16;26,48
"07/31";2,175;14,64;22,5
"08/01";0,233333333333333;13,125;25,575
"08/01";0,9;13,3;27,875
"08/01";7,9;12,925;24,525
"08/01";0,766666666666667;14,6;28,475
"08/01";4,93333333333333;12,7;24,35
"08/01";6,58;11,5;17,975
"08/01";0,22;5,95;19,225
"08/01";6,02;10,875;22,675
"08/01";5,26;10,45;18,8
"08/01";0;9,125;23,5
"08/01";0;15,675;29,35
"08/01";4,28;8,75;13,75
"08/01";15;11,125;18,3
"08/01";0;8,48;23,88
"08/01";0;10,325;24,7
"08/01";0;11,48;27
"08/01";2,88;14,76;23,78
"08/01";28,18;7,38;12,56
"08/01";4,26;9,66;18,68
"08/01";5,2;15,48;25,64
"08/01";4,12;12,54;24,32
"08/01";0;12,54;23,62
"08/01";0,5;12,62;23,04
"08/01";0,58;13,94;25,16
"08/01";8,26;10,82;19,96
"08/01";0,02;9,74;24,32
"08/01";6,94;13;26
"08/01";1,64;11,94;24,56
"08/01";5,7;9,26;15,9
"08/01";3,74;10;14,84
"08/01";0,34;11,98;25,76
"08/01";0;14,12;24,48
"08/01";0;12,1;26,1
"08/01";0;13,94;28,88
"08/01";0,14;12,58;22,92
"08/01";10,32;17,34;32,32
"08/01";3,98;14,8;26,44
"08/01";10,94;9,92;23,08
"08/01";4,86;13,9;24,48
"08/01";4,22;9,7;20,94
"08/01";4,62;12,7;27,9
"08/01";2,8;8,12;13,58
"08/01";0,6;14,16;23,06
"08/01";17,08;11,28;16,96
"08/01";11,08;14,36;28,36
"08/01";0;10,22;21,9
"08/01";3,64;14,7;29,8
"08/01";0,2;13,26;27,78
"08/01";2,12;12,44;27,8
"08/01";9,04;10,04;17,74
"08/01";2,7;13,56;24,72
"08/01";1,24;10,6;24,44
"08/01";0;11;25,96
"08/01";0;15,66;29,4
"08/01";1,725;15,125;23,725
"08/01";0,625;13,3;22,2
"08/01";2,2;14,94;26,66
"08/01";0,5;12,28;24,22
"08/01";11,75;15,84;21,84
"08/01";0;6,64;22,44
"08/01";26,35;14,3;26,34
"08/01";0;13,44;26,92
"08/02";1,46666666666667;14,025;26,35
"08/02";4,06666666666667;13,125;28,275
"08/02";17,6333333333333;13;18,7
"08/02";0;13,9;28
"08/02";1,73333333333333;13,05;24,3
"08/02";10,66;9,95;17,525
"08/02";0;10,9;25,3
"08/02";4,26;9,85;21,325
"08/02";2,98;10,35;21,85
"08/02";0;10,225;24,25
"08/02";10,58;16,5;27,075
"08/02";9,8;7,475;16,825
"08/02";7,9;10,275;17,7
"08/02";5,68;12,82;20,86
"08/02";5,96;12,375;27,725
"08/02";0;13,18;28,22
"08/02";14,06;10,62;19,26
"08/02";1,5;7,02;15,96
"08/02";5,26;10,86;18,02
"08/02";2,38;14,4;26,3
"08/02";16,12;13,34;22,46
"08/02";1,08;13,38;25,14
"08/02";1,92;12,18;24,46
"08/02";2,06;13,66;26,1
"08/02";3,24;9,22;18,6
"08/02";7,24;12,4;22,66
"08/02";10,34;14,8;26,22
"08/02";0;12,74;23,5
"08/02";0;6,32;17,22
"08/02";0,22;8,84;15,8
"08/02";0,2;14,1;24,44
"08/02";8,56;14,74;27,42
"08/02";0;13,64;28,8
"08/02";0;15,02;28,44
"08/02";0,04;12,54;24,64
"08/02";34,46;13,56;25,28
"08/02";0;12,22;23,88
"08/02";0,4;11,18;20,84
"08/02";0;13,58;28,28
"08/02";7,6;11,08;18,38
"08/02";4,48;13,6;27,4
"08/02";2,14;6,78;13,66
"08/02";0;14,16;27,04
"08/02";11,22;12,78;16,5
"08/02";0,72;13,78;26,52
"08/02";1,76;11,74;26,04
"08/02";5,08;15;27,6
"08/02";2,48;13,12;25,96
"08/02";7,16;15,22;26,16
"08/02";0,18;10,14;18,64
"08/02";0,06;15,08;26,44
"08/02";0,02;10,82;23,7
"08/02";6,48;13,2;27,84
"08/02";1;15,6;30
"08/02";0;13,75;23,3
"08/02";0;13,175;27,4
"08/02";0,525;13,56;26,38
"08/02";3,025;13,42;24,02
"08/02";3,925;12,84;20,44
"08/02";12,55;10,1;26,58
"08/02";3,625;15,74;23,94
"08/02";8,25;14,64;27,56
"08/03";8;13,85;22,325
"08/03";3,96666666666667;12,05;22,125
"08/03";7,23333333333333;7,875;14,475
"08/03";0,4;15,425;27,975
"08/03";14,8;13,4;24,325
"08/03";21,96;9,725;12,9
"08/03";0;11,975;27,175
"08/03";2,58;11,875;17
"08/03";5,66;10,375;16,875
"08/03";0;11,025;22,775
"08/03";21,4;11,7;17,375
"08/03";0,34;8,675;14,7
"08/03";1,82;9,3;16,3
"08/03";0,56;11,96;16,64
"08/03";2,88;14,45;24,4
"08/03";0;12,52;29,98
"08/03";0;9,18;19,74
"08/03";2,56;8,22;17,4
"08/03";0,22;12,26;22,06
"08/03";14,42;14,78;25
"08/03";6,76;12,68;15,72
"08/03";3,6;14,6;23,94
"08/03";2,26;12,4;24,76
"08/03";0,74;13,6;27,02
"08/03";3,02;9;17,26
"08/03";4,28;11,78;19,54
"08/03";0;14,24;27,2
"08/03";0;12,74;26,48
"08/03";0,76;7,6;21,7
"08/03";0;7,68;21,44
"08/03";1,42;12,8;25,4
"08/03";13,62;15,3;24,12
"08/03";4,98;15,76;30
"08/03";6,94;16,78;28
"08/03";1,92;13,64;22,38
"08/03";13,24;8,8;14,6
"08/03";0;12,16;27,66
"08/03";19,38;9,6;25,52
"08/03";0;15,56;29,88
"08/03";3,62;12,44;23,34
"08/03";11,7;13,46;23,1
"08/03";0,16;7,8;17,38
"08/03";0;12,92;26,12
"08/03";5,24;12,6;17,68
"08/03";0,52;15,5;28,88
"08/03";1,96;13,88;27,72
"08/03";1,46;15,04;29,88
"08/03";0;11,76;25,44
"08/03";18,36;13,36;19,5
"08/03";0;10,36;24,56
"08/03";1,96;16,34;23,62
"08/03";5,36;10,88;23,92
"08/03";19,24;13,74;22,54
"08/03";1,5;17,58;28,96
"08/03";8,225;12,175;25,2
"08/03";0;15,4;30,025
"08/03";1,1;13,22;26,32
"08/03";8,825;13,56;19,52
"08/03";34,325;10,46;16,22
"08/03";5,025;12,42;17,54
"08/03";0;15,14;26
"08/03";32,525;13,44;20,06
"08/04";11,0666666666667;13,5;20,85
"08/04";0;10;20,475
"08/04";12,3;7,05;12,6
"08/04";4,23333333333333;15,95;24,2
"08/04";2,43333333333333;12,8;24,375
"08/04";0,68;8,625;15,8
"08/04";10,96;13,55;25,975
"08/04";11,94;11,1;16,525
"08/04";8,38;8,15;18,3
"08/04";0;9,25;23,275
"08/04";0;10,4;18,7
"08/04";5,12;8,85;18,25
"08/04";0,78;6,975;21,1
"08/04";0;8,02;21,74
"08/04";6,94;13,9;25,525
"08/04";6,38;14,26;26,2
"08/04";0;7,8;23,12
"08/04";0;8,22;22,18
"08/04";9,54;12,82;19,52
"08/04";3,32;14;22,52
"08/04";6,42;12,16;20,14
"08/04";2,32;14;22,78
"08/04";0;12,38;25,62
"08/04";0,46;13,58;24,16
"08/04";0,28;9,44;18,38
"08/04";1,52;12,4;19,98
"08/04";11,6;15,44;28,88
"08/04";0;12,42;27,24
"08/04";12,48;10,4;19,04
"08/04";0,36;9,78;24,26
"08/04";3,08;13,02;20,56
"08/04";9,12;12,6;19,52
"08/04";5,34;15,7;27,36
"08/04";2,78;15,12;25,56
"08/04";3,98;13,38;20,74
"08/04";2,74;7,44;14,66
"08/04";0;13,72;27,9
"08/04";0,12;11,96;21,26
"08/04";9,84;17,06;29,22
"08/04";14,66;12,38;20,06
"08/04";5,68;10,64;16,26
"08/04";0;7,44;22,06
"08/04";0;11,96;26,42
"08/04";0,12;13,32;22,24
"08/04";9,78;15,58;24,96
"08/04";0,88;14,76;28,32
"08/04";0;15,98;31,36
"08/04";0;11,44;26,58
"08/04";0,4;11,84;18,44
"08/04";0;12,16;25,62
"08/04";14,42;15,54;25,34
"08/04";1,42;11,9;24,2
"08/04";15,46;12,4;15,9
"08/04";20,9;16,02;24,18
"08/04";7,25;13,65;23,725
"08/04";0,1;16,55;31,725
"08/04";1,225;13,1;26,68
"08/04";0,325;11,64;17,36
"08/04";6,475;9,52;13,34
"08/04";0;11,38;21,46
"08/04";3,025;14,5;24,44
"08/04";7,15;12,84;16,8
"08/05";1,56666666666667;13,325;19,45
"08/05";0;7,65;22,875
"08/05";2,23333333333333;8,225;17,05
"08/05";2,13333333333333;13,4;21,525
"08/05";0;12,425;27,2
"08/05";1,3;6,8;21,475
"08/05";0,5;13,125;23,325
"08/05";2,9;8,45;16,725
"08/05";3,04;8,525;17,525
"08/05";0;9,1;24,325
"08/05";0;8,6;22,825
"08/05";2,84;9,575;18,975
"08/05";5,52;10,575;19,225
"08/05";0;10,46;26,02
"08/05";0,48;14,325;22,725
"08/05";0;13,9;24,28
"08/05";0;10,7;25,58
"08/05";0;9,78;26,16
"08/05";21,32;11,68;16,3
"08/05";12,42;11,26;19,8
"08/05";0;12,14;23,68
"08/05";2,08;12,9;24,42
"08/05";2,02;12,96;26,32
"08/05";12,52;13,94;24,78
"08/05";0;7,24;22,28
"08/05";0;11,76;23,12
"08/05";2,56;13,5;24,18
"08/05";0;12,52;24,3
"08/05";0,26;8,72;15,58
"08/05";1,98;11,64;25,32
"08/05";5,64;11,78;24,16
"08/05";0;8,5;23,08
"08/05";3,12;16,26;27,86
"08/05";0,22;12,96;26,26
"08/05";1,82;12,92;21,64
"08/05";8,64;9,02;14,88
"08/05";12,74;14,18;24,94
"08/05";21,6;11,42;26,58
"08/05";2;15,12;23,3
"08/05";2,76;7,66;14,34
"08/05";0;9,1;21,14
"08/05";0;10,22;24,08
"08/05";0;12,42;28,68
"08/05";0;12,58;24,18
"08/05";0;12,94;26,76
"08/05";5,82;14,8;27,5
"08/05";0;16,22;32,16
"08/05";0;11,82;27,5
"08/05";1,42;8,84;21,96
"08/05";1,6;14,06;26,84
"08/05";0,84;14,14;22,56
"08/05";4,92;14,64;25,48
"08/05";18,08;12,08;15,94
"08/05";2,1;12,6;20,1
"08/05";6;12,9;22,225
"08/05";0;17,4;32,15
"08/05";0,6;12,84;27,16
"08/05";1,45;8,76;20,68
"08/05";1,95;10,06;17,2
"08/05";0;8,98;23,72
"08/05";0,525;14,62;21,14
"08/05";0;12,22;23,08
"08/06";0;11,925;22,45
"08/06";0,8;10,2;26,575
"08/06";0;9,05;22,475
"08/06";2,4;10,625;25,65
"08/06";0;14,35;27,9
"08/06";5,44;11,15;16,8
"08/06";0,82;11,975;26,775
"08/06";0;6,75;20
"08/06";0;7,925;22,4
"08/06";2,84;10,675;24,675
"08/06";6,8;11,6;23,5
"08/06";2,12;10,45;15,225
"08/06";3,18;11,575;16,15
"08/06";0;13,9;28,12
"08/06";0,02;13,5;25,35
"08/06";0,24;13,96;28,02
"08/06";0;11,62;26,4
"08/06";0;13,42;29,7
"08/06";0,64;8,98;18,32
"08/06";2,28;9,62;13,3
"08/06";7,08;13,76;21,58
"08/06";4,12;12,54;23,46
"08/06";0;14,32;29,14
"08/06";0;12,52;28,36
"08/06";0;10,74;24,14
"08/06";0,38;12,48;28,24
"08/06";0;12,86;22,16
"08/06";0,02;10,98;24,96
"08/06";0;7,52;20,04
"08/06";0,54;12,76;24,94
"08/06";1,3;11,94;24,74
"08/06";2,9;10,8;24,2
"08/06";0;16,56;25,04
"08/06";3,18;13,72;26,24
"08/06";10,86;13,18;21,1
"08/06";4,12;8,56;13,76
"08/06";13,62;11,52;20,08
"08/06";53,52;7,78;19,58
"08/06";0;13,28;25,6
"08/06";1,28;4,32;15,7
"08/06";0;9,18;23,34
"08/06";1,58;12,94;21,02
"08/06";31,56;15,06;26,08
"08/06";0;11,98;26,46
"08/06";0,04;15,34;29,82
"08/06";6,66;13,1;21,92
"08/06";7,86;16,88;31,54
"08/06";0;12,68;28,56
"08/06";0,7;11,82;21
"08/06";5,38;14,88;22,98
"08/06";0;10,62;23,62
"08/06";0,96;14,76;26,32
"08/06";14,02;10,98;18,4
"08/06";0,28;11,02;21,28
"08/06";40,3;12,425;17,575
"08/06";3,9;17,125;29,85
"08/06";0;14,06;26,12
"08/06";8,275;11,7;20,06
"08/06";13,5;11,58;17,48
"08/06";0;10,52;27,58
"08/06";0;12,98;26,02
"08/06";0;12,96;25,52
"08/07";0;13,1;23,675
"08/07";0;11,8;26,825
"08/07";0;8,675;23,25
"08/07";0,533333333333333;14,05;26,5
"08/07";2,03333333333333;12,925;24,45
"08/07";0;9,6;19,05
"08/07";13,24;10,675;20,225
"08/07";10,1;11,175;19,075
"08/07";3,7;11,35;21,975
"08/07";9,68;13,5;24,6
"08/07";17,96;11,95;16,7
"08/07";0;9,6;22,525
"08/07";0,94;9,025;20,325
"08/07";0,7;14,58;26,04
"08/07";9,04;11,55;21,525
"08/07";12,46;14,08;21,72
"08/07";0,74;14,24;28,18
"08/07";0;14,2;31,3
"08/07";1,62;8,56;20,22
"08/07";0;9,62;20,06
"08/07";17,1;12,7;15,94
"08/07";7,36;12,28;25,16
"08/07";23,3;15,24;28,18
"08/07";1,94;15,6;30,68
"08/07";0;11,48;26,02
"08/07";8,34;15,54;29,48
"08/07";0;10,82;23
"08/07";1,14;11,84;25,44
"08/07";0;9,1;21,98
"08/07";3,22;12,14;23,88
"08/07";20,08;14,12;21,98
"08/07";6;12,34;26,04
"08/07";0,88;14,92;26,84
"08/07";1,42;13,68;24,52
"08/07";5,12;12,64;19,82
"08/07";0,46;8,4;18,68
"08/07";5,54;11,7;15,2
"08/07";4,3;6,52;12,98
"08/07";2,24;12,12;27,28
"08/07";2,14;8,4;14,92
"08/07";0;10,44;26,3
"08/07";4,54;12,34;24,92
"08/07";6,52;10,68;16,08
"08/07";0;13,34;29,08
"08/07";1,34;17,84;30,5
"08/07";1,9;12,12;22,74
"08/07";3,46;15,36;27,28
"08/07";5,76;14,28;22,48
"08/07";18,98;11,44;21,6
"08/07";14,24;13,68;24,6
"08/07";0;11,08;25,92
"08/07";2,32;14,46;23,88
"08/07";1,8;11,76;19
"08/07";0;12,32;24,68
"08/07";5,2;11,1;15,575
"08/07";0;15,825;29,225
"08/07";4,925;14,3;24,74
"08/07";7,325;8,48;14,18
"08/07";5,375;12,1;16,54
"08/07";12,625;13,6;26,82
"08/07";16,175;13,28;28,32
"08/07";0;11,96;26,2
"08/08";2,03333333333333;15,05;27,3
"08/08";0,4;14,8;28,675
"08/08";0;9,325;23,475
"08/08";6,83333333333333;14,725;21,85
"08/08";0,2;13,6;24,15
"08/08";0;6,8;20,9
"08/08";0,32;8,875;19,9
"08/08";0,7;7,55;13,35
"08/08";0;11,75;21,35
"08/08";1,92;14,425;24,675
"08/08";0,1;9,9;18,125
"08/08";1,3;10,7;24,55
"08/08";17,4;10,6;15,175
"08/08";0;14,02;27,74
"08/08";1,56;8,975;18,025
"08/08";8,5;12,6;17,92
"08/08";14,78;11,68;21,86
"08/08";0;14,36;27,36
"08/08";27,14;10,72;21,76
"08/08";0;10,1;23,62
"08/08";7,4;11,14;19,58
"08/08";0;12,14;22
"08/08";37,1;12,78;24,96
"08/08";15,26;12,96;24,22
"08/08";0;13,68;26,92
"08/08";0,44;13,7;22,8
"08/08";12,64;11,68;21,4
"08/08";0,02;11,76;22,98
"08/08";0;9,82;23,32
"08/08";3,74;12,78;22,1
"08/08";1,22;10,16;18,5
"08/08";21,42;13,56;22,4
"08/08";9,4;14,3;24,92
"08/08";4,16;13,08;25,92
"08/08";2,58;12,98;19,54
"08/08";0;10;22,64
"08/08";5,44;10,86;19,96
"08/08";0;7,52;17,56
"08/08";2,06;14,74;23,74
